,Esta es una base de datos que describe las operaciones inmobiliarias de una empresa,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
1060,1060,2005-01-17 00:00:00,Piso,Venta,Barcelona,80,500560,2005-12-11 00:00:00,Jesús
1061,1061,2005-01-17 00:00:00,Industrial,Venta,Barcelona,45,259515,2005-12-17 00:00:00,Joaquín
1062,1062,2005-01-18 00:00:00,Parking,Venta,Tarragona,68,652052,2005-09-20 00:00:00,Joaquín
1063,1063,2005-01-19 00:00:00,Oficina,Venta,Barcelona,213,1886541,2005-09-05 00:00:00,Jesús
1064,1064,2005-01-19 00:00:00,Piso,Alquiler,Girona,80,607200,2005-11-20 00:00:00,Carmen
1065,1065,2005-01-19 00:00:00,Industrial,Alquiler,Lleida,200,1502800,2005-10-14 00:00:00,Joaquín
1066,1066,2005-01-20 00:00:00,Suelo,Venta,Girona,287,2808008,2005-06-24 00:00:00,Pedro
1067,1067,2005-01-20 00:00:00,Suelo,Venta,Lleida,108,892620,2005-11-08 00:00:00,Pedro
1068,1068,2005-01-21 00:00:00,Parking,Venta,Barcelona,221,1471197,2005-10-17 00:00:00,Joaquín
1069,1069,2005-01-21 00:00:00,Local,Venta,Tarragona,108,1065744,2005-05-03 00:00:00,Pedro
1070,1070,2005-01-21 00:00:00,Parking,Venta,Lleida,232,1162784,2005-08-23 00:00:00,Pedro
1071,1071,2005-01-21 00:00:00,Parking,Venta,Girona,118,1134452,2005-04-27 00:00:00,Carmen
1072,1072,2005-01-22 00:00:00,Piso,Alquiler,Girona,132,592152,2005-04-23 00:00:00,Carmen
1073,1073,2005-01-22 00:00:00,Oficina,Alquiler,Tarragona,246,2083866,2005-07-25 00:00:00,Luisa
1074,1074,2005-01-22 00:00:00,Industrial,Alquiler,Lleida,293,2141830,2005-09-19 00:00:00,Joaquín
1075,1075,2005-01-23 00:00:00,Parking,Alquiler,Barcelona,290,2275050,2005-09-20 00:00:00,Jesús
1076,1076,2005-01-23 00:00:00,Parking,Venta,Lleida,72,298368,2005-04-26 00:00:00,Luisa
1077,1077,2005-01-23 00:00:00,Local,Alquiler,Barcelona,212,1911604,2006-01-14 00:00:00,María
1078,1078,2005-01-24 00:00:00,Oficina,Alquiler,Barcelona,254,1850644,2005-11-28 00:00:00,Carmen
1079,1079,2005-01-24 00:00:00,Oficina,Venta,Girona,91,777686,2005-10-19 00:00:00,Luisa
1080,1080,2005-01-24 00:00:00,Local,Alquiler,Lleida,287,2279354,2005-12-15 00:00:00,Joaquín
1081,1081,2005-01-24 00:00:00,Piso,Alquiler,Barcelona,180,1128420,2005-10-13 00:00:00,Carmen
1082,1082,2005-01-25 00:00:00,Oficina,Venta,Tarragona,173,1615128,2005-05-06 00:00:00,Carmen
1083,1083,2005-01-25 00:00:00,Oficina,Alquiler,Tarragona,210,1332030,2006-01-02 00:00:00,Carmen
1084,1084,2005-01-25 00:00:00,Parking,Alquiler,Girona,287,1370138,2005-05-03 00:00:00,Joaquín
1085,1085,2005-01-25 00:00:00,Industrial,Venta,Barcelona,47,424175,2005-06-19 00:00:00,Joaquín
1086,1086,2005-01-25 00:00:00,Piso,Alquiler,Lleida,260,2546180,2005-05-23 00:00:00,Carmen
1087,1087,2005-01-26 00:00:00,Parking,Alquiler,Tarragona,197,1199730,2006-01-13 00:00:00,Luisa
1088,1088,2005-01-26 00:00:00,Industrial,Alquiler,Tarragona,144,760176,2005-10-20 00:00:00,Pedro
1089,1089,2005-01-27 00:00:00,Industrial,Venta,Barcelona,168,1081248,2005-06-01 00:00:00,Carmen
1090,1090,2005-01-28 00:00:00,Local,Alquiler,Barcelona,253,1816793,2005-10-22 00:00:00,Pedro
1091,1091,2005-01-28 00:00:00,Oficina,Venta,Tarragona,110,943800,2006-01-26 00:00:00,Jesús
1092,1092,2005-01-29 00:00:00,Piso,Alquiler,Tarragona,299,2130375,2005-10-28 00:00:00,Carmen
1093,1093,2005-01-31 00:00:00,Parking,Alquiler,Girona,222,2209344,2005-09-09 00:00:00,Carmen
1094,1094,2005-02-01 00:00:00,Piso,Venta,Barcelona,139,1187477,2005-05-31 00:00:00,Carmen
1095,1095,2005-02-01 00:00:00,Local,Venta,Barcelona,300,1772700,2006-01-03 00:00:00,María
1096,1096,2005-02-01 00:00:00,Local,Venta,Girona,64,539392,2005-08-03 00:00:00,Pedro
1097,1097,2005-02-01 00:00:00,Oficina,Venta,Tarragona,156,771108,2005-07-25 00:00:00,Luisa
1098,1098,2005-02-01 00:00:00,Suelo,Venta,Barcelona,262,1960808,2005-09-11 00:00:00,Pedro
1099,1099,2005-02-02 00:00:00,Industrial,Alquiler,Girona,82,621314,2005-09-07 00:00:00,Luisa
1100,1100,2005-02-02 00:00:00,Piso,Alquiler,Tarragona,243,1814238,2006-01-29 00:00:00,Jesús
1101,1101,2005-02-02 00:00:00,Suelo,Alquiler,Lleida,73,468952,2005-06-11 00:00:00,Joaquín
1102,1102,2005-02-02 00:00:00,Casa,Venta,Tarragona,268,1950772,2005-06-02 00:00:00,Joaquín
1103,1103,2005-02-03 00:00:00,Local,Venta,Lleida,125,932250,2005-08-03 00:00:00,María
1104,1104,2005-02-03 00:00:00,Oficina,Venta,Lleida,114,786714,2005-09-04 00:00:00,Luisa
1105,1105,2005-02-03 00:00:00,Parking,Alquiler,Tarragona,97,541648,2005-06-11 00:00:00,Carmen
1106,1106,2005-02-04 00:00:00,Oficina,Venta,Girona,141,1279434,2005-09-26 00:00:00,Carmen
1107,1107,2005-02-05 00:00:00,Suelo,Alquiler,Tarragona,105,650580,2005-05-26 00:00:00,Carmen
1108,1108,2005-02-05 00:00:00,Industrial,Alquiler,Lleida,199,1009328,2005-12-04 00:00:00,Pedro
1109,1109,2005-02-05 00:00:00,Parking,Alquiler,Tarragona,286,2064634,2005-05-26 00:00:00,Carmen
1110,1110,2005-02-05 00:00:00,Local,Venta,Lleida,110,924990,2005-09-25 00:00:00,Pedro
1111,1111,2005-02-06 00:00:00,Parking,Alquiler,Barcelona,87,372447,2005-07-17 00:00:00,Jesús
1112,1112,2005-02-06 00:00:00,Industrial,Alquiler,Barcelona,210,1602300,2005-06-26 00:00:00,Pedro
1113,1113,2005-02-06 00:00:00,Parking,Venta,Tarragona,157,1323353,2005-07-25 00:00:00,Luisa
1114,1114,2005-02-07 00:00:00,Industrial,Venta,Girona,76,499244,2005-07-04 00:00:00,Luisa
1115,1115,2005-02-08 00:00:00,Piso,Alquiler,Lleida,179,963020,2005-11-06 00:00:00,Pedro
1116,1116,2005-02-08 00:00:00,Local,Venta,Lleida,96,493632,2006-01-13 00:00:00,Jesús
1117,1117,2005-02-08 00:00:00,Casa,Alquiler,Girona,154,1037498,2005-09-20 00:00:00,Luisa
1118,1118,2005-02-09 00:00:00,Parking,Alquiler,Lleida,293,2741308,2005-10-20 00:00:00,María
1119,1119,2005-02-10 00:00:00,Local,Alquiler,Barcelona,286,1912482,2005-11-26 00:00:00,Pedro
1120,1120,2005-02-10 00:00:00,Local,Venta,Girona,180,1707660,2005-07-28 00:00:00,Joaquín
1121,1121,2005-02-10 00:00:00,Piso,Venta,Lleida,176,1592624,2005-05-20 00:00:00,Carmen
1122,1122,2005-02-11 00:00:00,Piso,Venta,Girona,228,1339044,2005-12-14 00:00:00,Pedro
1123,1123,2005-02-11 00:00:00,Oficina,Venta,Girona,157,879357,2005-05-17 00:00:00,Joaquín
1124,1124,2005-02-11 00:00:00,Piso,Venta,Girona,208,1215344,2005-05-27 00:00:00,Jesús
1125,1125,2005-02-13 00:00:00,Casa,Alquiler,Tarragona,245,2287075,2006-01-31 00:00:00,Luisa
1126,1126,2005-02-13 00:00:00,Piso,Venta,Tarragona,111,462315,2006-01-13 00:00:00,Luisa
1127,1127,2005-02-14 00:00:00,Piso,Alquiler,Tarragona,75,359775,2005-05-29 00:00:00,María
1128,1128,2005-02-14 00:00:00,Parking,Venta,Barcelona,229,1859480,2006-01-06 00:00:00,Joaquín
1129,1129,2005-02-14 00:00:00,Oficina,Alquiler,Girona,119,899640,2005-12-12 00:00:00,Pedro
1130,1130,2005-02-15 00:00:00,Casa,Alquiler,Barcelona,58,444338,2005-06-04 00:00:00,Carmen
1131,1131,2005-02-15 00:00:00,Parking,Venta,Barcelona,156,795912,2006-01-06 00:00:00,Carmen
1132,1132,2005-02-15 00:00:00,Piso,Alquiler,Barcelona,92,900956,2005-06-14 00:00:00,Pedro
1133,1133,2005-02-15 00:00:00,Oficina,Venta,Lleida,132,712404,2005-08-03 00:00:00,Carmen
1134,1134,2005-02-15 00:00:00,Local,Venta,Barcelona,122,879254,2005-06-25 00:00:00,Luisa
1135,1135,2005-02-16 00:00:00,Casa,Alquiler,Tarragona,58,349102,2005-10-22 00:00:00,Carmen
1136,1136,2005-02-16 00:00:00,Suelo,Venta,Lleida,67,297882,2006-02-08 00:00:00,Joaquín
1137,1137,2005-02-16 00:00:00,Piso,Venta,Lleida,75,563475,2005-12-25 00:00:00,Pedro
1138,1138,2005-02-16 00:00:00,Casa,Venta,Barcelona,257,1066550,2005-09-23 00:00:00,Carmen
1139,1139,2005-02-16 00:00:00,Industrial,Venta,Girona,96,742176,2005-12-15 00:00:00,Pedro
1140,1140,2005-02-16 00:00:00,Suelo,Venta,Tarragona,140,1318660,2005-10-16 00:00:00,Pedro
1141,1141,2005-02-16 00:00:00,Parking,Venta,Lleida,179,1601334,2005-11-07 00:00:00,Jesús
1142,1142,2005-02-16 00:00:00,Casa,Venta,Tarragona,230,1033850,2005-10-30 00:00:00,María
1143,1143,2005-02-17 00:00:00,Suelo,Alquiler,Barcelona,254,1394206,2005-05-28 00:00:00,Carmen
1144,1144,2005-02-17 00:00:00,Suelo,Alquiler,Barcelona,256,2176768,2006-02-13 00:00:00,Carmen
1145,1145,2005-02-17 00:00:00,Piso,Alquiler,Tarragona,106,850226,2005-09-02 00:00:00,Joaquín
1146,1146,2005-02-17 00:00:00,Oficina,Venta,Barcelona,198,1090782,2006-02-01 00:00:00,Joaquín
1147,1147,2005-02-18 00:00:00,Industrial,Alquiler,Lleida,153,1519137,2005-06-20 00:00:00,Carmen
1148,1148,2005-02-18 00:00:00,Oficina,Alquiler,Barcelona,233,984192,2006-01-28 00:00:00,Jesús
1149,1149,2005-02-18 00:00:00,Oficina,Alquiler,Lleida,61,481656,2005-09-18 00:00:00,Carmen
1150,1150,2005-02-18 00:00:00,Piso,Alquiler,Lleida,105,909090,2005-10-25 00:00:00,Jesús
1151,1151,2005-02-18 00:00:00,Local,Venta,Barcelona,158,1308398,2006-02-05 00:00:00,Carmen
1152,1152,2005-02-19 00:00:00,Local,Venta,Girona,224,1966272,2005-12-02 00:00:00,Pedro
1153,1153,2005-02-19 00:00:00,Suelo,Venta,Lleida,272,2021232,2005-10-16 00:00:00,Jesús
1154,1154,2005-02-20 00:00:00,Piso,Alquiler,Barcelona,292,2865688,2005-08-21 00:00:00,Carmen
1155,1155,2005-02-20 00:00:00,Suelo,Venta,Tarragona,94,857374,2005-12-11 00:00:00,Carmen
1156,1156,2005-02-20 00:00:00,Industrial,Venta,Tarragona,251,1305200,2005-12-18 00:00:00,Luisa
1157,1157,2005-02-20 00:00:00,Local,Venta,Girona,254,1614170,2006-01-18 00:00:00,María
1158,1158,2005-02-20 00:00:00,Oficina,Venta,Barcelona,298,2436448,2005-08-13 00:00:00,Carmen
1159,1159,2005-02-20 00:00:00,Industrial,Venta,Tarragona,214,1823708,2005-09-16 00:00:00,Joaquín
1160,1160,2005-02-21 00:00:00,Industrial,Venta,Barcelona,276,2148384,2005-10-12 00:00:00,Jesús
1161,1161,2005-02-22 00:00:00,Suelo,Venta,Lleida,197,1594715,2006-01-15 00:00:00,Luisa
1162,1162,2005-02-22 00:00:00,Local,Venta,Tarragona,111,698301,2005-10-23 00:00:00,Joaquín
1163,1163,2005-02-22 00:00:00,Industrial,Alquiler,Tarragona,81,523989,2005-10-13 00:00:00,Joaquín
1164,1164,2005-02-22 00:00:00,Parking,Venta,Lleida,174,750984,2005-07-07 00:00:00,Joaquín
1165,1165,2005-02-23 00:00:00,Suelo,Alquiler,Lleida,214,1665134,2005-10-21 00:00:00,Pedro
1166,1166,2005-02-23 00:00:00,Piso,Alquiler,Lleida,227,1820540,2005-10-12 00:00:00,Luisa
1167,1167,2005-02-23 00:00:00,Parking,Venta,Lleida,152,1076464,2005-05-27 00:00:00,Pedro
1168,1168,2005-02-24 00:00:00,Piso,Venta,Girona,206,1136502,2006-01-22 00:00:00,Pedro
1169,1169,2005-02-24 00:00:00,Casa,Alquiler,Tarragona,150,1051500,2006-02-17 00:00:00,Joaquín
1170,1170,2005-02-24 00:00:00,Local,Alquiler,Tarragona,165,744480,2005-08-06 00:00:00,Jesús
1171,1171,2005-02-24 00:00:00,Oficina,Venta,Tarragona,120,647280,2005-09-02 00:00:00,Jesús
1172,1172,2005-02-24 00:00:00,Oficina,Venta,Girona,188,1697640,2005-08-04 00:00:00,Luisa
1173,1173,2005-02-25 00:00:00,Local,Venta,Lleida,83,463306,2005-09-04 00:00:00,María
1174,1174,2005-02-26 00:00:00,Piso,Venta,Lleida,72,322344,2005-08-03 00:00:00,María
1175,1175,2005-02-26 00:00:00,Local,Alquiler,Girona,62,484592,2005-10-09 00:00:00,María
1176,1176,2005-02-26 00:00:00,Casa,Venta,Barcelona,133,1305129,2005-12-22 00:00:00,Joaquín
1177,1177,2005-02-27 00:00:00,Suelo,Alquiler,Lleida,77,711634,2005-11-10 00:00:00,Jesús
1178,1178,2005-02-27 00:00:00,Parking,Venta,Tarragona,219,1468614,2005-10-10 00:00:00,Pedro
1179,1179,2005-02-27 00:00:00,Casa,Venta,Barcelona,91,780598,2005-11-07 00:00:00,Jesús
1180,1180,2005-02-28 00:00:00,Oficina,Alquiler,Barcelona,70,354270,2005-11-18 00:00:00,Jesús
1181,1181,2005-02-28 00:00:00,Casa,Alquiler,Barcelona,45,425790,2006-01-16 00:00:00,María
1182,1182,2005-03-01 00:00:00,Suelo,Venta,Girona,177,1203246,2006-02-20 00:00:00,Carmen
1183,1183,2005-03-01 00:00:00,Parking,Alquiler,Girona,45,360540,2005-09-02 00:00:00,María
1184,1184,2005-03-01 00:00:00,Oficina,Alquiler,Lleida,94,639952,2005-09-26 00:00:00,Luisa
1185,1185,2005-03-02 00:00:00,Piso,Venta,Barcelona,236,1388388,2006-02-04 00:00:00,Joaquín
1186,1186,2005-03-03 00:00:00,Casa,Alquiler,Girona,151,756208,2006-02-13 00:00:00,Luisa
1187,1187,2005-03-03 00:00:00,Industrial,Alquiler,Girona,50,442300,2005-06-30 00:00:00,María
1188,1188,2005-03-03 00:00:00,Parking,Alquiler,Girona,93,375813,2005-07-12 00:00:00,Pedro
1189,1189,2005-03-03 00:00:00,Piso,Alquiler,Barcelona,255,1471605,2005-10-11 00:00:00,Carmen
1190,1190,2005-03-03 00:00:00,Parking,Venta,Girona,153,1401633,2005-09-14 00:00:00,Carmen
1191,1191,2005-03-03 00:00:00,Industrial,Venta,Barcelona,142,1256274,2005-07-21 00:00:00,Pedro
1192,1192,2005-03-04 00:00:00,Casa,Alquiler,Girona,235,2055310,2006-01-03 00:00:00,Jesús
1193,1193,2005-03-04 00:00:00,Casa,Alquiler,Barcelona,239,1320236,2005-08-03 00:00:00,Carmen
1194,1194,2005-03-04 00:00:00,Casa,Alquiler,Tarragona,191,969707,2005-12-05 00:00:00,Pedro
1195,1195,2005-03-04 00:00:00,Piso,Alquiler,Girona,92,743360,2005-08-11 00:00:00,Pedro
1196,1196,2005-03-05 00:00:00,Suelo,Venta,Girona,124,614048,2005-07-13 00:00:00,Joaquín
1197,1197,2005-03-06 00:00:00,Suelo,Venta,Tarragona,57,233358,2005-12-18 00:00:00,Luisa
1198,1198,2005-03-06 00:00:00,Piso,Venta,Barcelona,98,917378,2005-12-06 00:00:00,Pedro
1199,1199,2005-03-06 00:00:00,Oficina,Alquiler,Barcelona,42,235746,2005-07-25 00:00:00,Joaquín
1200,1200,2005-03-06 00:00:00,Local,Venta,Barcelona,60,474600,2005-10-01 00:00:00,Luisa
1201,1201,2005-03-07 00:00:00,Suelo,Venta,Tarragona,54,298350,2005-06-14 00:00:00,Carmen
1202,1202,2005-03-07 00:00:00,Suelo,Alquiler,Tarragona,139,1100046,2005-08-28 00:00:00,María
1203,1203,2005-03-07 00:00:00,Industrial,Venta,Lleida,237,1013175,2006-01-10 00:00:00,Pedro
1204,1204,2005-03-07 00:00:00,Oficina,Venta,Barcelona,255,2151435,2005-08-26 00:00:00,Pedro
1205,1205,2005-03-07 00:00:00,Local,Venta,Barcelona,213,2105079,2005-07-25 00:00:00,Joaquín
1206,1206,2005-03-07 00:00:00,Suelo,Venta,Barcelona,117,953316,2005-12-27 00:00:00,María
1207,1207,2005-03-07 00:00:00,Oficina,Venta,Tarragona,250,1531000,2006-02-09 00:00:00,Joaquín
1208,1208,2005-03-08 00:00:00,Suelo,Alquiler,Girona,236,1449512,2006-02-05 00:00:00,Joaquín
1209,1209,2005-03-08 00:00:00,Piso,Alquiler,Girona,91,395850,2005-12-10 00:00:00,Carmen
1210,1210,2005-03-09 00:00:00,Suelo,Alquiler,Lleida,247,1504477,2006-01-03 00:00:00,Jesús
1211,1211,2005-03-09 00:00:00,Local,Venta,Lleida,229,935694,2005-10-18 00:00:00,Jesús
1212,1212,2005-03-10 00:00:00,Casa,Venta,Barcelona,143,1246960,2005-09-28 00:00:00,Carmen
1213,1213,2005-03-10 00:00:00,Casa,Venta,Tarragona,154,1238006,2005-09-04 00:00:00,María
1214,1214,2005-03-10 00:00:00,Casa,Alquiler,Girona,145,655690,2005-06-08 00:00:00,María
1215,1215,2005-03-10 00:00:00,Piso,Alquiler,Lleida,42,293370,2005-08-20 00:00:00,Pedro
1216,1216,2005-03-10 00:00:00,Piso,Alquiler,Lleida,281,2688046,2005-10-24 00:00:00,Luisa
1217,1217,2005-03-11 00:00:00,Casa,Venta,Barcelona,184,1830800,2006-01-25 00:00:00,Pedro
1218,1218,2005-03-11 00:00:00,Piso,Venta,Girona,241,1729416,2005-09-18 00:00:00,Carmen
1219,1219,2005-03-11 00:00:00,Suelo,Venta,Barcelona,251,2234653,2005-08-01 00:00:00,Luisa
1220,1220,2005-03-12 00:00:00,Parking,Venta,Tarragona,90,438480,2005-10-23 00:00:00,Joaquín
1221,1221,2005-03-12 00:00:00,Local,Alquiler,Barcelona,269,2032295,2005-11-27 00:00:00,Joaquín
1222,1222,2005-03-12 00:00:00,Piso,Alquiler,Tarragona,245,1377880,2005-07-10 00:00:00,Joaquín
1223,1223,2005-03-12 00:00:00,Parking,Venta,Girona,181,1805475,2005-06-10 00:00:00,María
1224,1224,2005-03-13 00:00:00,Parking,Venta,Tarragona,124,1070740,2005-12-22 00:00:00,Carmen
1225,1225,2005-03-14 00:00:00,Parking,Venta,Girona,164,785068,2006-01-22 00:00:00,Jesús
1226,1226,2005-03-14 00:00:00,Piso,Venta,Lleida,291,1497195,2005-08-17 00:00:00,María
1227,1227,2005-03-14 00:00:00,Industrial,Alquiler,Girona,164,1526840,2005-10-20 00:00:00,María
1228,1228,2005-03-14 00:00:00,Piso,Alquiler,Tarragona,188,996588,2005-06-20 00:00:00,Carmen
1229,1229,2005-03-14 00:00:00,Suelo,Alquiler,Tarragona,79,451643,2006-01-15 00:00:00,María
1230,1230,2005-03-15 00:00:00,Suelo,Venta,Girona,268,2422720,2005-11-27 00:00:00,Carmen
1231,1231,2005-03-16 00:00:00,Suelo,Venta,Barcelona,130,1292980,2005-11-11 00:00:00,Luisa
1232,1232,2005-03-16 00:00:00,Local,Alquiler,Barcelona,138,949578,2006-02-17 00:00:00,María
1233,1233,2005-03-17 00:00:00,Parking,Venta,Lleida,88,820776,2005-08-20 00:00:00,Carmen
1234,1234,2005-03-17 00:00:00,Local,Venta,Lleida,116,848888,2005-07-26 00:00:00,Jesús
1235,1235,2005-03-18 00:00:00,Piso,Venta,Lleida,233,1673173,2005-06-28 00:00:00,Joaquín
1236,1236,2005-03-18 00:00:00,Oficina,Venta,Barcelona,116,841232,2006-01-18 00:00:00,María
1237,1237,2005-03-19 00:00:00,Casa,Alquiler,Lleida,55,376090,2006-02-27 00:00:00,Joaquín
1238,1238,2005-03-19 00:00:00,Casa,Venta,Girona,192,820608,2005-07-28 00:00:00,Luisa
1239,1239,2005-03-19 00:00:00,Casa,Venta,Lleida,149,839615,2005-10-05 00:00:00,María
1240,1240,2005-03-19 00:00:00,Industrial,Alquiler,Lleida,285,2562435,2005-06-20 00:00:00,Carmen
1241,1241,2005-03-19 00:00:00,Local,Alquiler,Tarragona,88,630608,2005-12-17 00:00:00,Joaquín
1242,1242,2005-03-20 00:00:00,Piso,Alquiler,Girona,100,484200,2005-09-30 00:00:00,Pedro
1243,1243,2005-03-20 00:00:00,Industrial,Alquiler,Girona,52,269516,2005-08-21 00:00:00,Carmen
1244,1244,2005-03-20 00:00:00,Oficina,Alquiler,Barcelona,274,1152718,2005-07-31 00:00:00,Pedro
1245,1245,2005-03-20 00:00:00,Parking,Venta,Girona,276,1477428,2005-11-23 00:00:00,María
1246,1246,2005-03-21 00:00:00,Parking,Venta,Barcelona,68,367132,2005-08-31 00:00:00,Joaquín
1247,1247,2005-03-22 00:00:00,Industrial,Venta,Barcelona,268,1557884,2005-12-09 00:00:00,Luisa
1248,1248,2005-03-22 00:00:00,Piso,Alquiler,Tarragona,182,851032,2006-01-02 00:00:00,Carmen
1249,1249,2005-03-22 00:00:00,Parking,Alquiler,Barcelona,,500148,2005-08-09 00:00:00,Joaquín
1250,1250,2005-03-23 00:00:00,Piso,Venta,Girona,163,1362843,2006-01-31 00:00:00,Luisa
1251,1251,2005-03-23 00:00:00,Local,Alquiler,Barcelona,150,730350,2005-06-28 00:00:00,Carmen
1252,1252,2005-03-23 00:00:00,Oficina,Venta,Barcelona,126,867636,2005-11-02 00:00:00,Luisa
1253,1253,2005-03-23 00:00:00,Industrial,Alquiler,Barcelona,71,459725,2006-01-26 00:00:00,Joaquín
1254,1254,2005-03-24 00:00:00,Industrial,Venta,Barcelona,127,757809,2006-02-20 00:00:00,Luisa
1255,1255,2005-03-24 00:00:00,Casa,Venta,Girona,40,354360,2005-10-16 00:00:00,Carmen
1256,1256,2005-03-24 00:00:00,Piso,Venta,Girona,168,1620192,2005-10-09 00:00:00,María
1257,1257,2005-03-25 00:00:00,Parking,Venta,Girona,117,1149525,2006-02-27 00:00:00,Pedro
1258,1258,2005-03-25 00:00:00,Casa,Alquiler,Tarragona,241,1248862,2005-08-22 00:00:00,Jesús
1259,1259,2005-03-25 00:00:00,Industrial,Venta,Tarragona,180,1495260,2005-11-03 00:00:00,Luisa
1260,1260,2005-03-26 00:00:00,Industrial,Venta,Barcelona,91,485849,2005-07-24 00:00:00,Pedro
1261,1261,2005-03-26 00:00:00,Suelo,Alquiler,Tarragona,187,1194930,2006-02-08 00:00:00,Jesús
1262,1262,2005-03-26 00:00:00,Industrial,Alquiler,Barcelona,68,525096,2005-08-27 00:00:00,Joaquín
1263,1263,2005-03-27 00:00:00,Casa,Venta,Tarragona,196,849464,2006-03-26 00:00:00,Jesús
1264,1264,2005-03-28 00:00:00,Oficina,Alquiler,Tarragona,186,1843074,2005-10-04 00:00:00,Pedro
1265,1265,2005-03-28 00:00:00,Suelo,Alquiler,Barcelona,67,627321,2005-07-12 00:00:00,Joaquín
1266,1266,2005-03-28 00:00:00,Oficina,Venta,Tarragona,57,363261,2005-07-24 00:00:00,Joaquín
1267,1267,2005-03-29 00:00:00,Parking,Venta,Lleida,40,349720,2006-02-14 00:00:00,Luisa
1268,1268,2005-03-30 00:00:00,Industrial,Alquiler,Girona,167,1191044,2006-03-30 00:00:00,Joaquín
1269,1269,2005-03-30 00:00:00,Piso,Venta,Barcelona,138,1307688,2006-02-11 00:00:00,María
1270,1270,2005-03-30 00:00:00,Casa,Alquiler,Barcelona,88,531784,2006-01-11 00:00:00,Joaquín
1271,1271,2005-03-30 00:00:00,Parking,Venta,Tarragona,196,1730876,2005-07-12 00:00:00,Luisa
1272,1272,2005-03-30 00:00:00,Suelo,Alquiler,Girona,216,1500984,2005-10-23 00:00:00,Joaquín
1273,1273,2005-03-31 00:00:00,Piso,Venta,Girona,283,1599233,2005-11-04 00:00:00,Pedro
1274,1274,2005-03-31 00:00:00,Piso,Venta,Lleida,189,1821771,2005-07-09 00:00:00,Pedro
1275,1275,2005-04-01 00:00:00,Piso,Alquiler,Tarragona,278,1754180,2005-12-03 00:00:00,Luisa
1276,1276,2005-04-02 00:00:00,Industrial,Alquiler,Lleida,222,1617270,2005-12-04 00:00:00,Luisa
1277,1277,2005-04-02 00:00:00,Industrial,Alquiler,Lleida,285,2232690,2006-01-29 00:00:00,María
1278,1278,2005-04-02 00:00:00,Piso,Alquiler,Lleida,132,1040028,2005-11-17 00:00:00,María
1279,1279,2005-04-02 00:00:00,Suelo,Venta,Lleida,124,804884,2005-07-24 00:00:00,Carmen
1280,1280,2005-04-03 00:00:00,Industrial,Alquiler,Lleida,285,1938000,2005-09-26 00:00:00,Joaquín
1281,1281,2005-04-04 00:00:00,Piso,Venta,Girona,176,1004608,2006-01-06 00:00:00,Jesús
1282,1282,2005-04-04 00:00:00,Casa,Venta,Tarragona,102,520914,2005-07-17 00:00:00,Jesús
1283,1283,2005-04-04 00:00:00,Local,Alquiler,Girona,179,812660,2005-10-31 00:00:00,Jesús
1284,1284,2005-04-05 00:00:00,Suelo,Alquiler,Tarragona,75,400875,2005-08-26 00:00:00,Joaquín
1285,1285,2005-04-05 00:00:00,Piso,Alquiler,Girona,72,682344,2005-08-26 00:00:00,Pedro
1286,1286,2005-04-05 00:00:00,Parking,Alquiler,Girona,297,2872287,2005-09-16 00:00:00,Luisa
1287,1287,2005-04-05 00:00:00,Suelo,Venta,Barcelona,194,1612334,2005-09-21 00:00:00,Jesús
1288,1288,2005-04-05 00:00:00,Casa,Alquiler,Tarragona,244,2413648,2006-01-06 00:00:00,María
1289,1289,2005-04-05 00:00:00,Casa,Alquiler,Tarragona,259,1857807,2005-11-07 00:00:00,Luisa
1290,1290,2005-04-05 00:00:00,Casa,Alquiler,Lleida,175,1560125,2005-07-21 00:00:00,Luisa
1291,1291,2005-04-06 00:00:00,Industrial,Venta,Tarragona,131,1273320,2005-11-30 00:00:00,Joaquín
1292,1292,2005-04-06 00:00:00,Industrial,Alquiler,Lleida,170,1566720,2005-09-02 00:00:00,Pedro
1293,1293,2005-04-06 00:00:00,Industrial,Venta,Tarragona,230,1806650,2005-11-30 00:00:00,Pedro
1294,1294,2005-04-07 00:00:00,Local,Venta,Barcelona,102,480318,2006-01-12 00:00:00,Joaquín
1295,1295,2005-04-07 00:00:00,Oficina,Alquiler,Girona,214,899228,2005-12-24 00:00:00,Luisa
1296,1296,2005-04-07 00:00:00,Oficina,Venta,Lleida,89,716272,2005-08-31 00:00:00,Carmen
1297,1297,2005-04-07 00:00:00,Industrial,Venta,Girona,230,1751450,2005-07-07 00:00:00,Jesús
1298,1298,2005-04-08 00:00:00,Industrial,Venta,Barcelona,248,1179488,2005-12-26 00:00:00,Jesús
1299,1299,2005-04-09 00:00:00,Local,Venta,Girona,290,1702590,2006-04-09 00:00:00,Pedro
1300,1300,2005-04-09 00:00:00,Suelo,Venta,Barcelona,71,309702,2005-08-09 00:00:00,Carmen
1301,1301,2005-04-10 00:00:00,Suelo,Venta,Tarragona,299,2531334,2005-12-18 00:00:00,Carmen
